Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description
mercedes-benz,e-class,2013,60456,142868,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2013 mercedes-benz e-class with Adaptive cruise control, Leather seats. Condition: Dented door."
mercedes-benz,g-class,2014,1100234,299677,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2014 mercedes-benz g-class with Leather seats, Bluetooth, Sunroof. Condition: Accident history."
volkswagen,touareg,2008,28670,45967,SUV,6,Automatic Transmission,Gasoline,Blue, Sharjah,"2008 volkswagen touareg with Adaptive cruise control, Leather seats. Condition: Accident history."
hyundai,tucson,2019,40388,283547,SUV,4,Automatic Transmission,Gasoline,Brown, Dubai,"2019 hyundai tucson with Sunroof, Leather seats, Navigation system, Rear camera. Condition: Engine repaired."
infiniti,q50,2009,98912,202524,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2009 infiniti q50 with Bluetooth, Rear camera. Condition: Minor scratches."
nissan,murano,2018,10406,251432,SUV,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2018 nissan murano with Leather seats, Rear camera, Adaptive cruise control. Condition: Dented door."
toyota,land-cruiser,2007,220061,216462,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2007 toyota land-cruiser with Rear camera, Navigation system, Bluetooth, Leather seats. Condition: Accident history."
ford,figo,2020,23555,248874,Hatchback,4,Automatic Transmission,Gasoline,Silver, Dubai,"2020 ford figo with Rear camera, Sunroof, Bluetooth, Adaptive cruise control. Condition: No damage."
mercedes-benz,g-class,2011,805096,64994,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2011 mercedes-benz g-class with Rear camera, Navigation system, Sunroof, Adaptive cruise control. Condition: Engine repaired."
toyota,rav-4,2023,31984,67467,SUV,4,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2023 toyota rav-4 with Leather seats, Bluetooth. Condition: Engine repaired."
porsche,cayenne,2013,426339,136522,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2013 porsche cayenne with Bluetooth, Sunroof, Navigation system. Condition: Minor scratches."
nissan,pathfinder,2005,78673,25486,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2005 nissan pathfinder with Rear camera, Navigation system, Leather seats. Condition: Repainted bumper."
chevrolet,silverado,2021,96970,46042,Pick Up Truck,6,Automatic Transmission,Gasoline,Grey, Dubai,"2021 chevrolet silverado with Adaptive cruise control, Leather seats, Navigation system. Condition: Repainted bumper."
nissan,altima,2010,50671,230891,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai,"2010 nissan altima with Bluetooth, Leather seats, Navigation system. Condition: Repainted bumper."
lexus,rx-series,2021,127325,81895,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2021 lexus rx-series with Rear camera, Leather seats. Condition: No damage."
chevrolet,tahoe,2011,258645,260411,SUV,8,Automatic Transmission,Gasoline,Other Color, Dubai,"2011 chevrolet tahoe with Bluetooth, Adaptive cruise control, Sunroof, Leather seats. Condition: Repainted bumper."
mercedes-benz,c43,2018,130680,146638,Soft Top Convertible,6,Automatic Transmission,Gasoline,White, Dubai,"2018 mercedes-benz c43 with Adaptive cruise control, Navigation system, Bluetooth. Condition: No damage."
mitsubishi,pajero,2011,28768,184320,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2011 mitsubishi pajero with Bluetooth, Leather seats, Rear camera, Navigation system. Condition: Accident history."
toyota,hilux,2020,76092,219696,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai,"2020 toyota hilux with Adaptive cruise control, Rear camera, Bluetooth, Sunroof. Condition: Accident history."
mercedes-benz,a200,2022,102666,117326,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2022 mercedes-benz a200 with Bluetooth, Rear camera, Navigation system. Condition: Accident history."
mazda,6,2024,46767,167197,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2024 mazda 6 with Rear camera, Sunroof, Navigation system, Adaptive cruise control. Condition: Minor scratches."
chevrolet,corvette,2017,344363,42335,Coupe,8,Automatic Transmission,Gasoline,White, Dubai,"2017 chevrolet corvette with Bluetooth, Navigation system, Rear camera, Sunroof. Condition: Dented door."
mercedes-benz,glc,2023,171950,227098,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2023 mercedes-benz glc with Adaptive cruise control, Navigation system. Condition: Engine repaired."
bmw,x5,2014,134706,39112,SUV,6,Automatic Transmission,Gasoline,Grey, Sharjah,"2014 bmw x5 with Rear camera, Bluetooth. Condition: Engine repaired."
cadillac,ctscatera,2024,182490,64358,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2024 cadillac ctscatera with Sunroof, Leather seats. Condition: No damage."
audi,s3rs3,2014,128327,30288,Hatchback,5,Automatic Transmission,Gasoline,Orange, Dubai,"2014 audi s3rs3 with Bluetooth, Leather seats, Adaptive cruise control, Rear camera. Condition: No damage."
land-rover,range-rover-sport,2020,383246,23033,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2020 land-rover range-rover-sport with Bluetooth, Rear camera. Condition: Repainted bumper."
toyota,prado,2020,113861,151183,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2020 toyota prado with Bluetooth, Rear camera. Condition: No damage."
porsche,carrera,2018,871313,55657,Coupe,6,Automatic Transmission,Gasoline,Black, Dubai,"2018 porsche carrera with Leather seats, Bluetooth, Adaptive cruise control. Condition: No damage."
mercedes-benz,cla,2009,211962,292305,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2009 mercedes-benz cla with Sunroof, Leather seats. Condition: No damage."
nissan,x-trail,2007,54289,229647,Crossover,4,Automatic Transmission,Gasoline,Silver, Dubai,"2007 nissan x-trail with Rear camera, Leather seats. Condition: Repainted bumper."
nissan,navara,2017,59742,36948,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai,"2017 nissan navara with Adaptive cruise control, Rear camera, Leather seats. Condition: Minor scratches."
jeep,grand-cherokee,2022,94331,174154,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2022 jeep grand-cherokee with Rear camera, Sunroof, Leather seats. Condition: Minor scratches."
chevrolet,silverado,2015,96942,213070,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai,"2015 chevrolet silverado with Leather seats, Sunroof, Navigation system, Bluetooth. Condition: Engine repaired."
hyundai,santa-fe,2014,69451,81328,SUV,4,Automatic Transmission,Gasoline,Grey, Ajman,"2014 hyundai santa-fe with Adaptive cruise control, Bluetooth, Navigation system. Condition: Minor scratches."
land-rover,range-rover,2024,76455,242346,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2024 land-rover range-rover with Sunroof, Rear camera. Condition: Dented door."
peugeot,expert,2018,60287,91763,Van,4,Automatic Transmission,Diesel,White, Ajman,"2018 peugeot expert with Navigation system, Bluetooth, Sunroof. Condition: Accident history."
hyundai,sonata,2007,28340,120078,Sedan,4,Automatic Transmission,Gasoline,Black, Sharjah,"2007 hyundai sonata with Adaptive cruise control, Bluetooth, Leather seats. Condition: Engine repaired."
bmw,7-series,2023,326818,119465,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2023 bmw 7-series with Bluetooth, Sunroof, Leather seats, Navigation system. Condition: No damage."
ford,f-series-pickup,2020,143825,267396,Pick Up Truck,6,Automatic Transmission,Gasoline,Grey, Dubai,"2020 ford f-series-pickup with Leather seats, Sunroof. Condition: Dented door."
mercedes-benz,e-class,2011,287809,158648,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2011 mercedes-benz e-class with Sunroof, Bluetooth, Adaptive cruise control. Condition: Minor scratches."
nissan,pathfinder,2024,40475,167677,SUV,6,Automatic Transmission,Gasoline,Teal, Dubai,"2024 nissan pathfinder with Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
toyota,aurion,2015,35169,291477,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2015 toyota aurion with Rear camera, Navigation system, Sunroof. Condition: Engine repaired."
haval,h9,2011,82713,109744,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2011 haval h9 with Adaptive cruise control, Navigation system. Condition: No damage."
mini,cooper,2009,25391,190240,Soft Top Convertible,3,Automatic Transmission,Gasoline,Grey, Dubai,"2009 mini cooper with Adaptive cruise control, Bluetooth. Condition: Dented door."
nissan,xterra,2016,135936,197568,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2016 nissan xterra with Sunroof, Leather seats, Bluetooth, Navigation system. Condition: Repainted bumper."
toyota,corolla,2014,56888,266383,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2014 toyota corolla with Navigation system, Leather seats. Condition: Dented door."
nissan,maxima,2010,48107,212990,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2010 nissan maxima with Bluetooth, Sunroof, Adaptive cruise control, Navigation system. Condition: Accident history."
mercedes-benz,g-class,2023,1914340,22689,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2023 mercedes-benz g-class with Adaptive cruise control, Sunroof. Condition: Minor scratches."
gmc,yukon,2018,176509,273559,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2018 gmc yukon with Leather seats, Rear camera, Sunroof. Condition: Dented door."
hyundai,genesis,2014,111119,87912,Sedan,4,Automatic Transmission,Gasoline,Green, Dubai,"2014 hyundai genesis with Sunroof, Bluetooth, Leather seats. Condition: Repainted bumper."
lincoln,mkx,2016,30781,170426,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2016 lincoln mkx with Adaptive cruise control, Rear camera, Navigation system. Condition: No damage."
mercedes-benz,e-class,2010,47324,286669,Coupe,6,Automatic Transmission,Gasoline,Red, Dubai,"2010 mercedes-benz e-class with Sunroof, Leather seats, Navigation system. Condition: Dented door."
toyota,highlander,2021,97431,211091,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2021 toyota highlander with Sunroof, Rear camera. Condition: Minor scratches."
toyota,hiace,2021,51966,34313,Van,4,Manual Transmission,Diesel,White, Dubai,"2021 toyota hiace with Leather seats, Bluetooth, Sunroof. Condition: Repainted bumper."
mercedes-benz,e-class,2005,213970,236993,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2005 mercedes-benz e-class with Bluetooth, Navigation system. Condition: Accident history."
volkswagen,golf,2005,28223,232757,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai,"2005 volkswagen golf with Rear camera, Navigation system, Adaptive cruise control. Condition: Accident history."
porsche,panamera,2008,101751,50585,Sedan,6,Automatic Transmission,Gasoline,Brown, Dubai,"2008 porsche panamera with Rear camera, Leather seats, Bluetooth. Condition: Minor scratches."
ford,ranger,2015,23703,111492,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai,"2015 ford ranger with Bluetooth, Sunroof. Condition: Accident history."
infiniti,q50,2018,103566,147201,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2018 infiniti q50 with Navigation system, Bluetooth, Rear camera, Adaptive cruise control. Condition: Minor scratches."
chevrolet,tahoe,2012,116977,56460,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2012 chevrolet tahoe with Navigation system, Rear camera. Condition: Accident history."
mercedes-benz,g-class,2015,1411783,236701,SUV,8,Automatic Transmission,Gasoline,Red, Dubai,"2015 mercedes-benz g-class with Adaptive cruise control, Sunroof, Bluetooth. Condition: Accident history."
ford,explorer,2023,57636,290497,SUV,6,Automatic Transmission,Gasoline,Blue, Abu Dhabi,"2023 ford explorer with Navigation system, Leather seats, Adaptive cruise control. Condition: No damage."
land-rover,discovery,2017,232385,289381,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2017 land-rover discovery with Adaptive cruise control, Rear camera. Condition: Engine repaired."
audi,q7,2014,225407,166773,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2014 audi q7 with Rear camera, Adaptive cruise control, Sunroof. Condition: Repainted bumper."
hyundai,veloster,2013,38737,76676,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai,"2013 hyundai veloster with Navigation system, Leather seats. Condition: Minor scratches."
bmw,1-series,2024,59478,164414,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2024 bmw 1-series with Bluetooth, Rear camera, Leather seats. Condition: Accident history."
cadillac,escalade,2011,485660,61747,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2011 cadillac escalade with Leather seats, Navigation system. Condition: Engine repaired."
mercedes-benz,g-class,2013,941037,278427,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2013 mercedes-benz g-class with Adaptive cruise control, Leather seats, Sunroof, Rear camera. Condition: Repainted bumper."
toyota,camry,2024,30886,89246,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2024 toyota camry with Rear camera, Adaptive cruise control, Bluetooth. Condition: Accident history."
bmw,x6,2015,295008,290329,Crossover,8,Automatic Transmission,Gasoline,Burgundy, Dubai,"2015 bmw x6 with Rear camera, Navigation system, Sunroof. Condition: Repainted bumper."
nissan,patrol,2016,100647,198363,SUV,8,Automatic Transmission,Gasoline,White, Fujeirah,"2016 nissan patrol with Rear camera, Bluetooth, Adaptive cruise control, Sunroof. Condition: No damage."
toyota,previa,2009,16446,92938,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2009 toyota previa with Adaptive cruise control, Sunroof. Condition: Minor scratches."
mitsubishi,pajero,2013,64257,296553,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2013 mitsubishi pajero with Bluetooth, Sunroof, Adaptive cruise control. Condition: Minor scratches."
porsche,carrera,2021,910175,131610,Sports Car,6,Automatic Transmission,Gasoline,Red, Dubai,"2021 porsche carrera with Navigation system, Sunroof, Leather seats. Condition: Repainted bumper."
mercedes-benz,c-class,2015,109405,30909,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2015 mercedes-benz c-class with Rear camera, Leather seats, Bluetooth, Navigation system. Condition: Engine repaired."
cadillac,escalade,2005,598222,295107,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2005 cadillac escalade with Adaptive cruise control, Navigation system, Bluetooth, Sunroof. Condition: Engine repaired."
infiniti,qx60,2010,60391,169151,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2010 infiniti qx60 with Leather seats, Rear camera, Sunroof, Bluetooth. Condition: Accident history."
dodge,ram,2006,324365,277247,Pick Up Truck,8,Automatic Transmission,Gasoline,Silver, Dubai,"2006 dodge ram with Navigation system, Leather seats. Condition: Dented door."
mercedes-benz,g-class,2006,1001866,290699,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2006 mercedes-benz g-class with Leather seats, Sunroof, Navigation system. Condition: Minor scratches."
honda,accord,2007,34384,25756,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2007 honda accord with Bluetooth, Navigation system, Sunroof, Adaptive cruise control. Condition: No damage."
porsche,cayenne,2017,271928,91946,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2017 porsche cayenne with Rear camera, Leather seats, Navigation system. Condition: Dented door."
ford,fiesta,2016,21481,206674,Hatchback,4,Automatic Transmission,Gasoline,Brown, Dubai,"2016 ford fiesta with Sunroof, Leather seats, Bluetooth. Condition: Engine repaired."
mercedes-benz,e-class,2015,63230,260484,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2015 mercedes-benz e-class with Rear camera, Leather seats. Condition: Repainted bumper."
mercedes-benz,gl-class,2012,136492,46390,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2012 mercedes-benz gl-class with Leather seats, Navigation system. Condition: Minor scratches."
cadillac,escalade,2022,428266,114808,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 cadillac escalade with Rear camera, Sunroof. Condition: Dented door."
maybach,other,2009,1454748,112364,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2009 maybach other with Sunroof, Bluetooth, Rear camera. Condition: Dented door."
mitsubishi,asx,2006,29643,187885,Crossover,4,Automatic Transmission,Gasoline,Black, Dubai,"2006 mitsubishi asx with Rear camera, Leather seats, Navigation system, Bluetooth. Condition: Dented door."
volkswagen,passat,2007,27219,192378,Sedan,5,Automatic Transmission,Gasoline,Red, Dubai,"2007 volkswagen passat with Adaptive cruise control, Sunroof. Condition: Dented door."
